CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JH274005,05/21/2024 01:50:00 PM,034XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1412,35,06,1153078,1918408,41.931962854,-87.712876373,"(41.931962854, -87.712876373)"
JG515798,11/24/2023 09:46:00 AM,070XX S CHAPPEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,331,5,08B,1191099,1858549,41.766867372,-87.575099027,"(41.766867372, -87.575099027)"
JH286223,05/31/2024 10:00:00 AM,043XX N WESTERN AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,GAS STATION,N,N,1911,47,03,1159587,1928946,41.960748011,-87.688665425,"(41.960748011, -87.688665425)"
JH269436,05/19/2024 03:41:00 AM,048XX W BELDEN AVE,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,ALLEY,Y,N,2522,26,24,1143896,1914864,41.922415147,-87.746708333,"(41.922415147, -87.746708333)"
JG550358,12/22/2023 08:11:00 AM,037XX W FERDINAND ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,Y,N,1122,27,18,1151418,1903073,41.889914989,-87.719380053,"(41.889914989, -87.719380053)"
JG410924,09/04/2023 02:00:00 AM,103XX S LEAVITT ST,0810,THEFT,OVER $500,STREET,N,N,2212,19,06,1163533,1836071,41.70580669,-87.67676776,"(41.70580669, -87.67676776)"
JH139335,02/04/2024 12:46:00 AM,005XX W TAYLOR ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,N,N,124,28,04B,1173062,1895889,41.869749161,-87.640107132,"(41.869749161, -87.640107132)"
JG412767,09/05/2023 06:00:00 PM,036XX N RECREATION DR,0820,THEFT,$500 AND UNDER,STREET,N,N,1925,46,06,1171969,1925027,41.949729511,-87.643259182,"(41.949729511, -87.643259182)"
JH289336,06/02/2024 10:00:00 AM,050XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1532,37,07,1142825,1903529,41.891330688,-87.750926343,"(41.891330688, -87.750926343)"
JH273755,05/21/2024 10:00:00 PM,035XX S CALUMET AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,212,4,06,1179098,1881514,41.830167312,-87.618386882,"(41.830167312, -87.618386882)"
JH239044,04/23/2024 10:50:00 AM,063XX N HERMITAGE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2433,40,06,1163625,1941868,41.996122127,-87.673453726,"(41.996122127, -87.673453726)"
JH190747,03/17/2024 02:53:00 AM,056XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1622,45,08B,1137825,1931351,41.967768941,-87.768616264,"(41.967768941, -87.768616264)"
JG418995,09/10/2023 03:19:00 PM,027XX W DIVISION ST,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,N,N,1423,26,08A,1158012,1907868,41.902940868,-87.695032866,"(41.902940868, -87.695032866)"
JH226270,04/15/2024 09:50:00 AM,006XX S CALIFORNIA AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,1135,28,07,1157803,1897162,41.873566886,-87.696092602,"(41.873566886, -87.696092602)"
JH109934,01/09/2024 01:03:00 PM,013XX W 82ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,613,17,06,1168668,1850386,41.744980208,-87.657552215,"(41.744980208, -87.657552215)"
JH261802,05/12/2024 10:00:00 PM,061XX N WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2413,40,14,1157222,1940611,41.992805849,-87.697041827,"(41.992805849, -87.697041827)"
JG448952,10/03/2023 07:58:00 AM,042XX W WABANSIA AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,2534,26,08B,1147699,1910957,41.91162172,-87.732835321,"(41.91162172, -87.732835321)"
JG406155,08/31/2023 10:10:00 PM,056XX S MICHIGAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,225,20,04A,1178118,1867698,41.792277329,-87.622401826,"(41.792277329, -87.622401826)"
JG495611,11/07/2023 06:55:00 PM,061XX S DREXEL AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,N,N,313,20,18,1183066,1864341,41.782951712,-87.604362828,"(41.782951712, -87.604362828)"
JH109479,11/05/2023 01:30:00 PM,009XX S Clark St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,123,34,11,1175663,1896131,41.870355187,-87.630550934,"(41.870355187, -87.630550934)"
JH245435,04/30/2024 11:43:00 PM,072XX S VINCENNES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,N,731,6,14,1176403,1857070,41.763151705,-87.629009613,"(41.763151705, -87.629009613)"
JG499918,11/10/2023 09:00:00 PM,015XX W SCHOOL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,N,N,1922,32,14,1165380,1921992,41.941544345,-87.667566063,"(41.941544345, -87.667566063)"
JG561064,12/31/2023 04:55:00 PM,023XX W MADISON ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,DRUG STORE,N,N,1223,27,17,1160781,1899960,41.881183664,-87.685081252,"(41.881183664, -87.685081252)"
JH166242,02/22/2024 03:00:00 AM,036XX S RHODES AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,212,4,08A,1180179,1881011,41.828762287,-87.614436164,"(41.828762287, -87.614436164)"
JH131783,01/28/2024 08:17:00 PM,016XX E 67TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA BUS,N,N,332,5,24,1188439,1860888,41.773349717,-87.584774209,"(41.773349717, -87.584774209)"
JH156901,02/17/2024 11:59:00 PM,009XX W RANDOLPH ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1224,27,06,1170285,1901151,41.884249554,-87.650148454,"(41.884249554, -87.650148454)"
JG455189,10/08/2023 12:30:00 AM,076XX S PULASKI RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,833,18,24,1151008,1853861,41.754878573,-87.722171321,"(41.754878573, -87.722171321)"
JG463236,10/14/2023 11:35:00 AM,009XX E 84TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,Y,Y,632,8,04A,1184206,1849165,41.741280693,-87.600657189,"(41.741280693, -87.600657189)"
JG536241,12/06/2023 08:00:00 AM,021XX N WOOD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1432,32,07,1164003,1914400,41.920740688,-87.672842041,"(41.920740688, -87.672842041)"
JH225472,04/14/2024 11:30:00 PM,015XX N WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,1423,1,08B,1160127,1910271,41.909491442,-87.687197573,"(41.909491442, -87.687197573)"
JG528782,12/04/2023 12:00:00 AM,074XX S COLFAX AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,334,7,08A,1194653,1856143,41.760178422,-87.562151529,"(41.760178422, -87.562151529)"
JG485567,10/31/2023 08:45:00 AM,040XX W BELMONT AVE,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,1731,30,08A,1148869,1920972,41.939081232,-87.728277456,"(41.939081232, -87.728277456)"
JH236857,04/24/2024 04:42:00 AM,043XX W JACKSON BLVD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1115,28,18,1147419,1898331,41.876979979,-87.734187868,"(41.876979979, -87.734187868)"
JH227750,03/05/2024 09:00:00 AM,050XX W CRYSTAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,2533,37,11,1142617,1907853,41.903200117,-87.751582559,"(41.903200117, -87.751582559)"
JG455552,10/08/2023 10:25:00 AM,092XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,633,6,08B,1179218,1843689,41.726368963,-87.619099265,"(41.726368963, -87.619099265)"
JH180642,03/08/2024 05:53:00 PM,032XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1732,30,06,1149862,1921156,41.939566852,-87.724623088,"(41.939566852, -87.724623088)"
JH301478,06/09/2024 01:00:00 AM,043XX N MOBILE AVE,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,STREET,N,N,1624,38,11,1133573,1928238,41.9593024,-87.784324108,"(41.9593024, -87.784324108)"
JG480699,10/27/2023 11:15:00 AM,005XX S LARAMIE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1522,29,06,1141807,1897092,41.873685659,-87.754824381,"(41.873685659, -87.754824381)"
JG501096,11/12/2023 06:40:00 AM,032XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1732,30,06,1149862,1921156,41.939566852,-87.724623088,"(41.939566852, -87.724623088)"
JH107622,01/06/2024 07:30:00 PM,008XX E 65TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,312,20,14,1183157,1862099,41.776797342,-87.604098905,"(41.776797342, -87.604098905)"
JH308479,11/12/2023 12:00:00 PM,064XX S ABERDEEN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,724,16,07,1170090,1862066,41.777000866,-87.652002823,"(41.777000866, -87.652002823)"
JH302529,06/12/2024 12:00:00 AM,102XX S PRINCETON AVE,0810,THEFT,OVER $500,STREET,N,N,511,9,06,1176092,1837170,41.708550539,-87.630744901,"(41.708550539, -87.630744901)"
JH244829,04/30/2024 02:00:00 PM,036XX N PINE GROVE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1925,46,08A,1171288,1924505,41.948312144,-87.645777826,"(41.948312144, -87.645777826)"
JG504430,11/14/2023 07:55:00 PM,033XX N PULASKI RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1732,30,06,1149139,1921889,41.941592322,-87.727261298,"(41.941592322, -87.727261298)"
JG483042,10/29/2023 01:30:00 AM,078XX S ESSEX AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,421,7,07,1194221,1853400,41.752662035,-87.563824705,"(41.752662035, -87.563824705)"
JH297238,06/08/2024 06:39:00 AM,058XX W AUGUSTA BLVD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1511,29,15,1137368,1906075,41.898417126,-87.770906321,"(41.898417126, -87.770906321)"
JH111752,01/10/2024 04:00:00 AM,011XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1232,34,07,1168622,1900184,41.881632203,-87.656283167,"(41.881632203, -87.656283167)"
JG517475,11/16/2023 06:00:00 PM,002XX N LAFLIN ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1215,27,06,1166428,1901670,41.885757115,-87.664296892,"(41.885757115, -87.664296892)"
JH306170,06/14/2024 06:30:00 PM,051XX S DAMEN AVE,0460,BATTERY,SIMPLE,STREET,N,N,932,16,08B,1163889,1870644,41.800672564,-87.674494607,"(41.800672564, -87.674494607)"
JG436058,09/23/2023 03:20:00 PM,090XX S MAY ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,2222,21,08B,1170242,1844827,41.729691469,-87.651946112,"(41.729691469, -87.651946112)"
JH287471,05/30/2024 12:00:00 AM,066XX S MARYLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,321,20,11,1183036,1861105,41.774072528,-87.604573361,"(41.774072528, -87.604573361)"
JG522839,11/30/2023 02:30:00 AM,101XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,511,9,05,1179052,1837918,41.710536367,-87.619882516,"(41.710536367, -87.619882516)"
JG433290,09/21/2023 03:00:00 PM,027XX N CLARK ST,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,1935,43,08A,1171715,1918392,41.931528427,-87.644388863,"(41.931528427, -87.644388863)"
JH137129,01/30/2024 10:40:00 AM,011XX S CANAL ST,0810,THEFT,OVER $500,ATHLETIC CLUB,N,N,124,28,06,1173303,1895451,41.868541914,-87.639235361,"(41.868541914, -87.639235361)"
JG479294,10/26/2023 11:10:00 AM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1432,32,06,1160867,1917657,41.929743818,-87.684273777,"(41.929743818, -87.684273777)"
JH134871,01/20/2024 10:00:00 PM,044XX S WENTWORTH AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,925,20,06,1175671,1875663,41.814189234,-87.631135936,"(41.814189234, -87.631135936)"
JH267191,05/11/2024 06:38:00 PM,040XX S TALMAN AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,Y,921,12,17,1159388,1877905,41.820691149,-87.690802238,"(41.820691149, -87.690802238)"
JG535105,12/09/2023 07:31:00 PM,091XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,N,N,633,8,08B,1183165,1844381,41.728177114,-87.604619718,"(41.728177114, -87.604619718)"
JH296121,06/07/2024 11:10:00 AM,076XX S ESSEX AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,N,N,421,7,03,1194190,1854735,41.75632614,-87.563894552,"(41.75632614, -87.563894552)"
JH229022,03/18/2024 12:00:00 AM,042XX W NORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2534,26,05,1147652,1910292,41.909797796,-87.733025085,"(41.909797796, -87.733025085)"
JH306213,06/14/2024 07:00:00 PM,036XX N HARLEM AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,N,N,1632,38,08A,1127426,1923384,41.946088311,-87.807033158,"(41.946088311, -87.807033158)"
JH186239,03/13/2024 12:39:00 PM,007XX E 105TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,512,9,04B,1183120,1835160,41.702874606,-87.605070271,"(41.702874606, -87.605070271)"
JH116611,01/15/2024 06:10:00 PM,054XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,932,16,08B,1166266,1868700,41.795287671,-87.665832718,"(41.795287671, -87.665832718)"
JH102834,01/03/2024 10:08:00 AM,049XX N WINTHROP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2033,48,14,1167975,1933165,41.97214778,-87.657704671,"(41.97214778, -87.657704671)"
JH308729,06/16/2024 05:45:00 PM,004XX S CLINTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,121,28,14,1172799,1898186,41.87605811,-87.641004654,"(41.87605811, -87.641004654)"
JG443358,09/29/2023 07:00:00 AM,028XX W DIVISION ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,1211,26,04B,1157319,1907855,41.902919316,-87.697578747,"(41.902919316, -87.697578747)"
JG444541,09/30/2023 03:39:00 AM,056XX S WINCHESTER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,715,15,04A,1164321,1867199,41.791209961,-87.673007364,"(41.791209961, -87.673007364)"
JH103729,01/04/2024 12:58:00 AM,044XX N ELSTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1722,39,15,1148209,1929129,41.96147745,-87.730492282,"(41.96147745, -87.730492282)"
JH181346,03/08/2024 01:00:00 PM,020XX W 18TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1234,25,06,1162957,1891399,41.857646123,-87.677331342,"(41.857646123, -87.677331342)"
JG559763,12/28/2023 09:30:00 PM,069XX S CALUMET AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,322,6,26,1179684,1858861,41.767992049,-87.616929557,"(41.767992049, -87.616929557)"
JG403728,08/30/2023 07:00:00 AM,002XX N CLINTON ST,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,1214,34,06,1172684,1901854,41.886125885,-87.641318295,"(41.886125885, -87.641318295)"
JH268116,05/18/2024 01:45:00 AM,035XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,212,4,08B,1180172,1881335,41.829651528,-87.614451899,"(41.829651528, -87.614451899)"
JG547693,12/19/2023 06:30:00 AM,012XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,1233,28,06,1165916,1894587,41.866331725,-87.666379171,"(41.866331725, -87.666379171)"
JH184383,03/12/2024 02:00:00 AM,005XX W CORNELIA AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,DRIVEWAY - RESIDENTIAL,N,N,1925,46,07,1171801,1923759,41.946253786,-87.643914215,"(41.946253786, -87.643914215)"
JH304472,06/13/2024 12:00:00 AM,024XX N LAKEVIEW AVE,0810,THEFT,OVER $500,STREET,N,N,1935,43,06,1173155,1916582,41.92652984,-87.639151006,"(41.92652984, -87.639151006)"
JG457207,10/09/2023 05:10:00 PM,024XX W 66TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,832,16,07,1161362,1860828,41.773788925,-87.684033837,"(41.773788925, -87.684033837)"
JH185714,03/12/2024 11:32:00 PM,079XX S ABERDEEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,612,17,15,1170359,1852216,41.749965365,-87.651302988,"(41.749965365, -87.651302988)"
JH203086,03/23/2024 12:00:00 PM,050XX N BROADWAY,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,2033,47,11,1167398,1933847,41.974031676,-87.659806667,"(41.974031676, -87.659806667)"
JH302849,06/12/2024 11:04:00 AM,016XX W 59TH ST,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING / PROPERTY,Y,N,715,16,08B,1166240,1865581,41.786729308,-87.666016839,"(41.786729308, -87.666016839)"
JG438784,09/25/2023 03:30:00 PM,006XX N HOMAN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1121,27,05,1153597,1904088,41.892657188,-87.711350732,"(41.892657188, -87.711350732)"
JG491760,11/04/2023 08:30:00 PM,047XX W RACE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1111,28,07,1144697,1903241,41.890505309,-87.74405856,"(41.890505309, -87.74405856)"
JH236732,04/23/2024 10:00:00 PM,059XX S KOLMAR AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,813,13,07,1147053,1864778,41.784912855,-87.736387805,"(41.784912855, -87.736387805)"
JH266713,05/16/2024 07:00:00 PM,063XX S MOZART ST,0810,THEFT,OVER $500,STREET,N,N,823,15,06,1158472,1862413,41.778197781,-87.694584893,"(41.778197781, -87.694584893)"
JH249497,05/03/2024 09:50:00 PM,060XX S LAFLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT / LAND,N,N,713,16,14,1167369,1864652,41.784155898,-87.661903921,"(41.784155898, -87.661903921)"
JH214760,04/06/2024 09:40:00 AM,003XX W 64TH ST,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,HOSPITAL BUILDING / GROUNDS,N,N,722,20,03,1175044,1862506,41.778099133,-87.633828531,"(41.778099133, -87.633828531)"
JG502943,11/13/2023 05:49:00 PM,079XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,612,17,08B,1170693,1852144,41.749760515,-87.650081163,"(41.749760515, -87.650081163)"
JG454788,10/07/2023 02:30:00 PM,006XX W MONTROSE DR,0820,THEFT,$500 AND UNDER,STREET,N,N,1915,46,06,1171215,1929505,41.96203391,-87.645898728,"(41.96203391, -87.645898728)"
JH131663,01/28/2024 04:00:00 PM,054XX S SHORE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,234,5,07,1189423,1869265,41.79631327,-87.580898427,"(41.79631327, -87.580898427)"
JH109478,12/22/2023 04:21:00 PM,033XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1922,32,06,1165066,1922064,41.941748603,-87.668718084,"(41.941748603, -87.668718084)"
JG550809,11/01/2023 06:11:00 AM,100XX W OHARE ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,1651,41,06,1100658,1934241,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JG540013,12/13/2023 06:45:00 PM,067XX W GRAND AVE,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,Y,N,2512,36,18,1130920,1915213,41.923606534,-87.794378927,"(41.923606534, -87.794378927)"
JG556693,12/25/2023 12:00:00 PM,015XX W HOLLYWOOD AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,N,N,2012,40,26,1164767,1937869,41.985124533,-87.669366893,"(41.985124533, -87.669366893)"
JH112852,01/11/2024 06:00:00 PM,093XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2221,21,06,1167975,1842724,41.723969469,-87.660311012,"(41.723969469, -87.660311012)"
JG420783,09/12/2023 01:25:00 AM,044XX W FIFTH AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,1131,24,03,1146701,1895712,41.869806853,-87.736890998,"(41.869806853, -87.736890998)"
JG559109,12/29/2023 08:00:00 PM,017XX W FARWELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,N,N,2424,49,07,1163321,1945664,42.006544872,-87.674464548,"(42.006544872, -87.674464548)"
JH282389,05/27/2024 10:00:00 PM,098XX S GREEN ST,0810,THEFT,OVER $500,STREET,N,N,2223,21,06,1172377,1839746,41.715701836,-87.644274002,"(41.715701836, -87.644274002)"
JH161243,02/22/2024 04:10:00 AM,062XX S MICHIGAN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,Y,N,311,20,26,1178263,1863570,41.780946398,-87.621995369,"(41.780946398, -87.621995369)"
JG488219,10/31/2023 10:38:00 AM,075XX S EGGLESTON AVE,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE,N,N,621,6,26,1174597,1855033,41.757602323,-87.635689456,"(41.757602323, -87.635689456)"
JG480064,10/26/2023 08:25:00 PM,087XX S BURLEY AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,424,10,06,1199187,1847612,41.73665603,-87.545820897,"(41.73665603, -87.545820897)"
JH243895,04/27/2024 11:00:00 AM,047XX N HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1723,33,14,1149201,1931297,41.967407387,-87.726788689,"(41.967407387, -87.726788689)"
JH123862,01/21/2024 11:30:00 PM,058XX S MOODY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,811,13,07,1136388,1865185,41.786226268,-87.775481352,"(41.786226268, -87.775481352)"
JH114458,01/11/2024 01:00:00 PM,002XX W 24TH PL,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Y,N,914,11,04B,1174945,1888062,41.848229383,-87.633428407,"(41.848229383, -87.633428407)"
JH101938,01/01/2024 09:00:00 PM,066XX N ARTESIAN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2412,50,06,1158779,1944070,42.002265584,-87.691219211,"(42.002265584, -87.691219211)"
JH224768,04/14/2024 10:06:00 AM,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,124,28,06,1173303,1895451,41.868541914,-87.639235361,"(41.868541914, -87.639235361)"
JH291784,05/31/2024 07:15:00 PM,0000X N PAULINA ST,0810,THEFT,OVER $500,APARTMENT,N,N,1224,27,06,1165063,1900533,41.88266619,-87.669341743,"(41.88266619, -87.669341743)"
JG471529,10/20/2023 03:00:00 PM,085XX S KEDZIE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,N,N,835,18,04A,1156535,1847879,41.738353462,-87.70207706,"(41.738353462, -87.70207706)"
JH132565,01/25/2024 09:30:00 AM,024XX N NORMANDY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2512,36,06,1131341,1915563,41.924559705,-87.792823879,"(41.924559705, -87.792823879)"
JH158734,02/18/2024 03:25:00 AM,023XX W TOUHY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2411,50,08A,1159234,1947721,42.012274666,-87.68944429,"(42.012274666, -87.68944429)"
JG453434,10/06/2023 06:45:00 AM,003XX E 84TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,632,6,07,1179729,1849371,41.741949408,-87.617054222,"(41.741949408, -87.617054222)"
JH218340,04/09/2024 12:13:00 PM,0000X E LAKE ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,ALLEY,Y,N,111,42,11,1176905,1901744,41.885729587,-87.625821329,"(41.885729587, -87.625821329)"
JG458874,10/10/2023 10:50:00 PM,059XX N RICHMOND ST,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,Y,N,2011,40,18,1155614,1939235,41.989062674,-87.702993892,"(41.989062674, -87.702993892)"
JG548875,12/20/2023 07:43:00 PM,082XX S CRANDON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,414,8,05,1192947,1850845,41.745682075,-87.568576519,"(41.745682075, -87.568576519)"
JG459713,10/11/2023 03:45:00 PM,001XX W ONTARIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1832,42,06,1175327,1904462,41.893223483,-87.63153437,"(41.893223483, -87.63153437)"
JG520963,11/28/2023 03:50:00 PM,001XX W 87TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,MEDICAL / DENTAL OFFICE,N,N,622,21,08A,1176740,1847273,41.736259984,-87.628068782,"(41.736259984, -87.628068782)"
JG555499,12/26/2023 07:42:00 PM,036XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA BUS STOP,Y,N,1112,27,18,1151769,1905091,41.895445687,-87.718037872,"(41.895445687, -87.718037872)"
JH166357,02/26/2024 12:37:00 PM,030XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,2523,31,08A,1150976,1920259,41.937083633,-87.72055235,"(41.937083633, -87.72055235)"
JH237748,04/24/2024 06:51:00 PM,036XX W GRENSHAW ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1133,24,08A,1152249,1894796,41.867185658,-87.71654668,"(41.867185658, -87.71654668)"
JG437490,09/24/2023 02:30:00 PM,029XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1124,27,08A,1156632,1898547,41.877391241,-87.700354449,"(41.877391241, -87.700354449)"
